,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
16113,3818700190,12/15/2014,387846.0,4,1.75,2520,15205,1.0,NO,NONE,Good,7 Average,2040,480.0,1954,0.0,98028,47.7642,-122.264,1680,10000
15259,2624089022,3/14/2015,399950.0,3,2.25,1560,11997,1.0,NO,NONE,Average,7 Average,1260,300.0,1988,0.0,98065,47.5378,-121.742,1820,36590
17190,4139440480,6/26/2014,695000.0,3,2.75,2590,12063,2.0,NO,NONE,Average,10 Very Good,2590,0.0,1993,,98006,47.5527,-122.12,2850,8469
15283,6169900545,6/25/2014,1330000.0,3,1.5,1940,2885,1.5,NO,AVERAGE,Average,8 Good,1940,0.0,1900,0.0,98119,47.6308,-122.369,2550,3600
8803,9542300530,11/24/2014,800000.0,4,2.25,2510,9963,1.0,NO,NONE,Good,9 Better,2200,310.0,1967,0.0,98005,47.5973,-122.177,3110,9963
20183,7237450190,8/6/2014,430760.0,5,2.75,2710,4685,2.0,NO,NONE,Average,8 Good,2710,0.0,2014,0.0,98038,47.3555,-122.062,2710,4449
19608,3026059204,5/30/2014,825500.0,3,2.5,2780,11964,2.0,NO,NONE,Average,9 Better,2780,0.0,2009,0.0,98034,47.7127,-122.216,1760,9640
1405,6052401631,2/5/2015,345000.0,3,1.5,1360,13496,1.0,NO,NONE,Good,8 Good,1360,0.0,1960,0.0,98198,47.4032,-122.314,1900,10538
1865,6414600262,8/29/2014,365000.0,2,1.0,990,8250,1.0,NO,NONE,Average,7 Average,990,0.0,1955,0.0,98133,47.7252,-122.331,1080,8168
4089,871001105,10/22/2014,845000.0,4,2.75,3160,7143,1.5,NO,NONE,Average,8 Good,2100,1060.0,1933,,98199,47.6513,-122.406,2200,6122
13206,1115700040,12/1/2014,713500.0,5,2.75,2920,9163,1.0,NO,NONE,Good,8 Good,1520,1400.0,1976,0.0,98006,47.5668,-122.169,2250,9163
7538,1323059143,4/23/2015,915000.0,4,4.5,5250,48352,2.0,NO,NONE,Average,10 Very Good,5250,0.0,1998,0.0,98059,47.4858,-122.111,2500,48352
17080,4099500605,4/17/2015,840000.0,4,2.5,2360,9600,1.0,NO,AVERAGE,Average,8 Good,1630,730.0,1973,0.0,98040,47.5889,-122.249,2140,6300
7070,2724079090,1/5/2015,1650000.0,4,3.25,3920,881654,3.0,,GOOD,Average,11 Excellent,3920,?,2002,,98024,47.5385,-121.896,2970,112384
13108,4442800166,4/7/2015,510000.0,3,3.0,1320,1012,3.0,NO,NONE,Average,8 Good,1320,0.0,2009,0.0,98117,47.6904,-122.395,1320,1536
15365,9133600130,1/5/2015,344500.0,3,1.75,1890,9535,1.0,NO,NONE,Average,7 Average,1210,680.0,1976,0.0,98055,47.4872,-122.223,2040,11108
18761,4147200040,4/14/2015,1090000.0,5,2.25,3650,13068,1.0,NO,NONE,Good,10 Very Good,1850,1800.0,1976,0.0,98040,47.5458,-122.231,2760,13927
3601,7571200110,7/28/2014,328000.0,2,1.0,700,4350,1.0,NO,NONE,Average,6 Low Average,700,0.0,1943,0.0,98116,47.5577,-122.391,1620,5100
14969,6308000010,4/23/2015,585000.0,3,2.5,2290,5089,2.0,NO,NONE,Average,9 Better,2290,0.0,2001,0.0,98006,47.5443,-122.172,2290,7984
15289,7732410420,6/17/2014,809000.0,3,2.5,2590,7720,2.0,NO,NONE,Average,9 Better,2590,0.0,1988,0.0,98007,47.659,-122.146,2600,9490
17699,3459410230,11/11/2014,590000.0,3,2.25,2490,8800,2.0,,NONE,Good,8 Good,2490,0.0,1975,0.0,98006,47.5666,-122.132,2690,10000
20174,7899800851,4/23/2015,300500.0,2,1.5,1190,801,3.0,NO,NONE,Average,8 Good,1190,0.0,2010,0.0,98106,47.5212,-122.358,1190,810
19688,1604601804,4/16/2015,532000.0,3,3.75,2260,2050,2.0,NO,NONE,Average,9 Better,1170,1090.0,2010,,98118,47.566,-122.29,2130,3082
2923,5103300090,8/1/2014,699000.0,5,2.5,3340,24755,2.0,NO,NONE,Average,10 Very Good,3340,0.0,2002,0.0,98038,47.4565,-122.066,3420,23274
19925,7237450600,10/30/2014,450000.0,5,2.75,2710,6220,2.0,NO,NONE,Average,8 Good,2710,0.0,2014,0.0,98038,47.3555,-122.061,2530,4759
1064,809001070,1/23/2015,550000.0,3,1.0,1520,2500,1.5,NO,NONE,Average,8 Good,1520,0.0,1912,0.0,98109,47.6347,-122.352,1880,3600
21536,688000017,6/27/2014,516500.0,1,1.25,1100,638,3.0,,NONE,Average,9 Better,1100,0.0,2014,0.0,98112,47.6228,-122.307,1110,1933
15538,6303401150,9/24/2014,125000.0,2,1.0,810,8382,1.0,NO,NONE,Good,5 Fair,810,0.0,1942,0.0,98146,47.5033,-122.358,1040,8382
13601,2331550120,9/4/2014,310000.0,4,2.5,2440,7093,2.0,NO,NONE,Average,7 Average,2440,0.0,1999,0.0,98030,47.3817,-122.204,1860,6072
9939,3438502200,9/17/2014,445000.0,4,2.75,2680,16934,1.0,,NONE,Good,7 Average,1340,1340.0,1958,,98106,47.542,-122.364,1240,7000
13977,7855800730,2/10/2015,940000.0,4,2.5,3090,9238,1.0,NO,GOOD,Good,8 Good,1680,1410.0,1967,0.0,98006,47.5654,-122.163,2690,8500
10439,789000520,7/15/2014,402500.0,3,1.75,1480,2211,2.0,NO,NONE,Average,7 Average,1480,0.0,1995,0.0,98103,47.6966,-122.35,1480,2197
6106,8732160050,8/22/2014,250000.0,3,2.25,1960,7414,1.0,NO,NONE,Average,7 Average,1490,470.0,1984,,98023,47.2977,-122.374,1580,8038
1771,2944500710,2/20/2015,305000.0,4,2.5,2430,9103,2.0,NO,NONE,Average,8 Good,2430,0.0,1990,0.0,98023,47.2939,-122.368,2260,8090
12346,5104520640,2/20/2015,324950.0,4,2.5,1770,5000,2.0,,NONE,Average,7 Average,1770,0.0,2004,0.0,98038,47.3506,-122.006,2080,5100
6315,8731980440,10/16/2014,355000.0,5,2.5,2344,8000,1.0,NO,NONE,Good,8 Good,1560,784.0,1976,0.0,98023,47.3185,-122.377,2344,8000
6913,6392001950,9/8/2014,435000.0,3,2.5,1470,3000,1.0,NO,NONE,Average,7 Average,930,540.0,1985,0.0,98115,47.6832,-122.286,1470,5588
18599,993002225,6/23/2014,405000.0,3,2.25,1520,1245,3.0,,NONE,Average,8 Good,1520,0.0,2004,0.0,98103,47.6907,-122.34,1520,1470
9709,9510970520,6/16/2014,638000.0,3,2.5,2110,3600,2.0,NO,NONE,Average,9 Better,2110,0.0,2005,0.0,98052,47.665,-122.082,2540,4384
14775,4167700210,8/26/2014,240000.0,3,1.75,1520,9600,1.0,NO,NONE,Average,8 Good,1520,0.0,1966,0.0,98023,47.3263,-122.365,2060,9600
8550,6388910360,11/19/2014,506400.0,3,2.5,2100,9040,1.0,NO,NONE,Average,8 Good,1700,400.0,1989,0.0,98056,47.5329,-122.173,2430,8809
332,8078490390,7/29/2014,295000.0,3,2.0,1810,10530,1.0,NO,AVERAGE,Average,8 Good,1810,0.0,1991,0.0,98022,47.1913,-122.012,1910,10450
3989,2597520090,6/22/2014,810000.0,4,2.5,2810,10613,2.0,NO,NONE,Average,9 Better,2810,0.0,1989,,98006,47.5424,-122.141,2800,9933
17933,3500100208,11/19/2014,290000.0,3,1.0,1470,8200,1.0,NO,NONE,Average,7 Average,1040,430.0,1953,0.0,98155,47.7347,-122.302,1420,8200
683,3438500486,10/16/2014,413000.0,4,3.5,2380,5809,2.0,NO,NONE,Good,7 Average,1750,630.0,1995,0.0,98106,47.5536,-122.359,1620,5775
3865,1732800820,6/19/2014,1330000.0,4,2.5,2440,3600,2.5,,NONE,Good,8 Good,2440,0.0,1902,0.0,98119,47.6298,-122.362,2440,5440
3692,4022900837,6/13/2014,350000.0,3,1.75,1820,9545,1.0,NO,NONE,Average,7 Average,1230,590.0,1976,0.0,98155,47.7772,-122.296,1790,9530
7588,252000300,1/20/2015,300000.0,3,2.0,1470,16500,1.0,,NONE,Average,7 Average,1470,?,1961,0.0,98042,47.3617,-122.061,1720,14406
1598,1531000140,7/1/2014,650000.0,4,2.5,3350,46748,2.0,NO,NONE,Average,10 Very Good,3350,0.0,2004,0.0,98010,47.3432,-122.025,3350,39683
17004,9346950050,4/29/2015,625000.0,3,2.5,2120,10021,1.0,NO,NONE,Good,8 Good,1230,890.0,1976,0.0,98006,47.5621,-122.135,2690,10183
21402,6891100590,3/2/2015,750000.0,4,2.75,2810,5497,2.0,NO,NONE,Average,9 Better,2810,0.0,2011,,98052,47.7081,-122.116,2990,5842
8072,2125079054,2/24/2015,522500.0,4,2.75,2200,122403,1.5,NO,NONE,Average,7 Average,2200,0.0,1971,0.0,98014,47.6301,-121.911,1710,74487
8602,6398000191,8/27/2014,645000.0,2,1.5,1995,115670,1.5,,FAIR,Good,8 Good,1995,0.0,1991,0.0,98070,47.4022,-122.464,2142,29375
12711,13001215,3/5/2015,130000.0,3,1.0,1100,5100,1.0,NO,NONE,Good,7 Average,1100,0.0,1913,,98108,47.5231,-122.332,1450,5100
17096,1137400050,9/25/2014,425000.0,4,2.5,2480,4504,2.0,NO,NONE,Average,7 Average,2480,0.0,2005,,98059,47.4998,-122.15,2950,4504
9838,5422560860,4/10/2015,450000.0,2,2.0,1610,6160,2.0,NO,NONE,Good,8 Good,1610,0.0,1977,0.0,98052,47.6644,-122.13,1750,6305
14002,2600030210,7/7/2014,681000.0,3,1.75,1880,10032,1.0,NO,NONE,Good,8 Good,1880,0.0,1984,,98006,47.5527,-122.16,2430,9732
2299,3298201290,12/24/2014,370000.0,3,1.0,940,7910,1.0,NO,NONE,Good,6 Low Average,940,0.0,1959,0.0,98008,47.6181,-122.117,1000,7700
17535,5285200020,7/18/2014,349950.0,2,1.75,1640,4176,1.0,NO,NONE,Good,7 Average,1040,600.0,1948,0.0,98118,47.5162,-122.26,1460,5200
4467,5035300090,8/12/2014,639000.0,4,1.75,1830,6000,1.0,NO,NONE,Good,7 Average,930,900.0,1939,0.0,98199,47.6536,-122.41,1540,6000
11587,7284900030,5/22/2014,850000.0,4,3.25,3090,6744,2.0,NO,EXCELLENT,Average,9 Better,3090,0.0,1923,2015.0,98177,47.768,-122.388,2020,6656
13814,7137950720,3/4/2015,339100.0,4,2.5,2350,10655,2.0,NO,NONE,Average,8 Good,2350,0.0,1992,0.0,98092,47.3284,-122.171,2210,7028
5169,9264920250,7/10/2014,290256.0,3,2.25,1720,7885,2.0,NO,NONE,Average,8 Good,1720,0.0,1983,0.0,98023,47.3136,-122.344,2340,7885
4246,6905200215,3/31/2015,1010000.0,3,2.5,1920,4480,2.0,NO,FAIR,Average,9 Better,1920,0.0,1949,1997.0,98119,47.6472,-122.373,1790,4500
8496,1237500540,10/21/2014,225000.0,3,1.75,1370,10866,1.0,NO,NONE,Good,6 Low Average,1370,0.0,1945,0.0,98052,47.6774,-122.164,1580,14250
5631,4027700321,10/28/2014,420000.0,3,1.75,2390,11242,1.0,NO,NONE,Average,7 Average,1290,1100.0,1959,0.0,98155,47.7759,-122.272,2270,9650
9787,1563102685,4/22/2015,875000.0,3,2.5,2520,3750,2.0,NO,FAIR,Good,9 Better,2520,0.0,1995,0.0,98116,47.5671,-122.404,2250,6200
13248,3438500981,3/28/2015,280000.0,2,1.0,790,13170,1.0,NO,NONE,Average,6 Low Average,790,?,1947,0.0,98106,47.5487,-122.357,970,12700
9614,9828702055,5/8/2014,358000.0,2,1.5,960,1808,2.0,NO,NONE,Average,7 Average,960,0.0,1993,0.0,98122,47.6183,-122.298,1290,1668
15409,6679001060,12/18/2014,279000.0,3,2.5,1660,7388,2.0,NO,NONE,Average,7 Average,1660,0.0,2003,0.0,98038,47.3865,-122.027,2240,6228
12545,2899200040,7/15/2014,242000.0,4,1.0,2240,7620,1.0,NO,NONE,Average,7 Average,1120,1120.0,1966,0.0,98146,47.5089,-122.346,1080,7620
20807,7582700075,10/2/2014,1490000.0,4,3.5,3930,6120,2.0,NO,NONE,Average,10 Very Good,3310,620.0,2007,0.0,98105,47.6646,-122.28,3390,6120
11727,1352300990,8/26/2014,126000.0,1,1.0,610,4400,1.0,NO,NONE,Average,5 Fair,610,0.0,1922,0.0,98055,47.4865,-122.197,1090,4930
1683,4055700955,6/22/2014,874150.0,4,3.5,3530,14406,2.0,NO,FAIR,Average,10 Very Good,2570,960.0,1987,,98034,47.7073,-122.244,3170,15181
4714,7575700015,7/10/2014,800000.0,3,2.75,2220,4000,2.0,,NONE,Average,8 Good,1700,520.0,1914,2000.0,98122,47.617,-122.291,1800,4000
21338,5379803372,11/12/2014,495000.0,4,2.5,3390,7870,2.0,NO,NONE,Average,8 Good,3390,0.0,2014,,98188,47.4536,-122.274,1960,10069
19210,2414600366,11/14/2014,199900.0,1,1.0,720,7140,1.0,NO,NONE,Average,6 Low Average,720,0.0,1930,0.0,98146,47.5119,-122.339,1140,7577
11275,5101402435,6/3/2014,312000.0,3,2.25,1540,5338,1.0,NO,NONE,Very Good,7 Average,770,770.0,1954,0.0,98115,47.6942,-122.304,1680,6525
8157,3141600210,6/19/2014,186000.0,3,2.0,1340,4320,1.0,NO,NONE,Average,5 Fair,920,420.0,1912,1993.0,98002,47.299,-122.228,980,6480
578,1088650310,1/27/2015,530000.0,4,2.5,2320,5493,2.0,NO,NONE,Average,8 Good,2320,0.0,2004,0.0,98028,47.7727,-122.229,2450,5471
17616,7010700210,6/5/2014,605004.0,4,2.0,1370,4000,2.0,NO,NONE,Average,9 Better,1370,0.0,1951,1994.0,98199,47.6593,-122.394,2010,5720
11746,6163901913,7/22/2014,451000.0,5,3.0,2260,6508,1.0,NO,NONE,Average,7 Average,1330,930.0,2003,0.0,98155,47.7508,-122.322,1940,9450
334,191100045,7/3/2014,940000.0,4,2.0,2490,9525,2.0,NO,NONE,Very Good,9 Better,2490,0.0,1968,,98040,47.5639,-122.217,2770,9525
7792,2883201055,9/10/2014,875000.0,4,1.0,1670,4600,1.5,NO,NONE,Very Good,8 Good,1670,0.0,1906,0.0,98103,47.6838,-122.332,1820,4600
10360,7518507580,5/2/2015,581000.0,2,1.0,1170,4080,1.0,NO,NONE,Good,7 Average,1170,0.0,1909,0.0,98117,47.6784,-122.386,1560,4586
13540,4057300180,8/7/2014,310000.0,3,1.5,1140,3104,2.0,NO,NONE,Average,7 Average,1140,0.0,1988,0.0,98029,47.5707,-122.018,1150,2981
13863,6669240230,3/17/2015,306000.0,3,2.5,2588,5702,2.0,,,Average,8 Good,2588,0.0,2008,,98042,47.3453,-122.151,2403,5703
4585,6852700246,9/23/2014,1200000.0,5,2.5,2860,4000,2.0,NO,NONE,Good,8 Good,2160,700.0,1910,,98102,47.6225,-122.318,1340,1224
9159,5104530770,1/21/2015,353000.0,4,2.5,2300,4249,2.0,NO,NONE,Average,8 Good,2300,0.0,2006,,98038,47.3516,-122.0,2390,4385
5723,9834200440,6/24/2014,615000.0,3,1.75,1720,4080,1.0,NO,NONE,Good,7 Average,960,760.0,1924,0.0,98144,47.5747,-122.287,1660,4080
6909,3579000010,8/14/2014,428040.0,3,2.5,2150,9266,2.0,NO,NONE,Average,8 Good,2150,0.0,1988,0.0,98028,47.7445,-122.248,2150,12550
4306,9528101032,3/25/2015,600000.0,3,3.0,1520,1800,3.0,NO,NONE,Average,7 Average,1520,0.0,2003,0.0,98115,47.6822,-122.326,1520,1500
17869,5100400315,5/23/2014,379000.0,2,1.0,800,6380,1.0,NO,AVERAGE,Average,7 Average,800,?,1940,0.0,98115,47.691,-122.309,920,5940
10650,2008000550,8/15/2014,300000.0,4,2.0,1580,9600,1.0,NO,NONE,Very Good,7 Average,1050,530.0,1965,0.0,98198,47.4091,-122.313,1710,9600
676,7846700310,6/23/2014,280000.0,2,1.0,1010,3000,1.0,,NONE,Good,7 Average,1010,0.0,1925,0.0,98045,47.4965,-121.785,1150,7000
17084,9126100346,6/17/2014,350000.0,3,2.0,1380,3600,3.0,,NONE,Average,8 Good,1380,0.0,2015,0.0,98122,47.6074,-122.305,1480,3600
5102,4180300050,8/1/2014,400000.0,4,3.5,3350,9681,1.0,NO,FAIR,Average,7 Average,2140,1210.0,1980,,98198,47.3978,-122.322,2580,9681
13525,8114000040,7/25/2014,310000.0,4,1.75,1480,11200,1.0,NO,NONE,Good,7 Average,1480,0.0,1969,0.0,98059,47.5064,-122.141,1480,20310
21418,9523100712,6/18/2014,485000.0,2,2.5,1430,923,3.0,NO,NONE,Average,8 Good,1410,20.0,2008,,98103,47.6683,-122.355,1620,1505
13610,8965400210,7/1/2014,820000.0,3,2.25,2880,9750,2.0,NO,NONE,Average,10 Very Good,2880,0.0,1989,0.0,98006,47.5575,-122.119,2920,11090
18690,8121100395,6/24/2014,425000.0,4,1.5,1600,6180,1.5,NO,NONE,Average,6 Low Average,1600,0.0,1946,0.0,98118,47.5681,-122.285,1410,6180
8255,1900000035,5/5/2015,212000.0,1,1.0,620,7620,1.0,,NONE,Average,6 Low Average,620,0.0,1926,0.0,98166,47.4697,-122.349,1160,7620
782,1139000069,11/18/2014,320000.0,3,1.5,1240,1221,2.0,NO,NONE,Average,8 Good,1050,190.0,2009,,98133,47.7073,-122.356,1180,887
3336,8078520090,5/14/2014,265000.0,3,2.0,1570,5706,1.0,NO,NONE,Average,7 Average,1570,0.0,1998,0.0,98092,47.3156,-122.188,1570,5706
2055,7789900030,7/25/2014,319990.0,4,1.5,1890,10707,1.0,NO,NONE,Average,7 Average,1890,0.0,1962,,98148,47.428,-122.326,1610,8827
9313,7768700300,12/5/2014,2580000.0,4,4.25,5540,15408,2.0,NO,FAIR,Average,11 Excellent,4280,1260.0,2006,0.0,98004,47.6071,-122.212,3570,14750
1796,1139000685,7/29/2014,580000.0,4,2.75,2330,6703,1.5,NO,NONE,Average,7 Average,1710,620.0,1983,0.0,98177,47.7066,-122.359,2060,7500
15815,5360200052,2/24/2015,499950.0,3,2.5,2580,23925,2.0,NO,NONE,Average,9 Better,2580,0.0,2001,0.0,98023,47.2978,-122.376,1660,8460
7097,6751300255,6/16/2014,470000.0,3,1.5,1510,8000,1.0,NO,NONE,Good,7 Average,1510,0.0,1956,0.0,98007,47.5865,-122.135,1430,8000
15110,6751500285,7/31/2014,555700.0,3,2.0,1810,12420,1.0,NO,NONE,Good,7 Average,1810,0.0,1957,0.0,98008,47.5888,-122.127,2230,12330
8866,522039103,11/13/2014,310000.0,2,1.5,1040,83199,1.0,NO,NONE,Good,7 Average,870,170.0,1965,0.0,98070,47.4222,-122.443,1760,75794
10378,7015200800,3/9/2015,750000.0,3,2.0,1760,5488,1.5,NO,NONE,Average,7 Average,1540,220.0,1927,0.0,98119,47.6479,-122.367,1760,5943
16481,205000050,12/18/2014,735000.0,4,2.5,3270,45537,2.0,NO,NONE,Average,9 Better,3270,0.0,1993,0.0,98053,47.6303,-121.984,2670,38827
18750,3009800015,4/22/2015,502501.0,2,1.0,1100,4750,1.0,,NONE,Average,7 Average,1100,0.0,1946,0.0,98116,47.5772,-122.381,1830,4750
183,6661200320,7/23/2014,163500.0,2,1.5,1050,3419,2.0,NO,NONE,Average,7 Average,1050,0.0,1996,0.0,98038,47.3848,-122.039,1050,3417
17509,4031000460,6/10/2014,199500.0,3,1.0,920,9812,1.0,NO,NONE,Good,7 Average,920,?,1962,0.0,98001,47.2958,-122.284,1188,9812
3166,525049085,9/18/2014,575000.0,3,1.75,1720,4050,1.0,NO,NONE,Very Good,7 Average,860,860.0,1906,0.0,98115,47.6782,-122.314,1720,4410
4061,2475200590,4/21/2015,244000.0,3,1.75,1460,4692,1.0,NO,NONE,Average,7 Average,1460,0.0,1988,,98055,47.472,-122.192,1600,4557
2297,5126950340,3/30/2015,252000.0,3,1.75,1430,7700,1.0,NO,NONE,Good,7 Average,980,450.0,1981,0.0,98031,47.3993,-122.183,1430,8625
11674,6096500105,4/30/2015,1550000.0,4,2.25,2640,3000,2.0,NO,NONE,Average,7 Average,2080,560.0,1908,,98109,47.6313,-122.344,1910,3000
7341,8682261650,7/10/2014,554000.0,2,2.0,1670,4996,1.0,NO,NONE,Average,8 Good,1670,0.0,2004,0.0,98053,47.7141,-122.031,1670,4996
19143,455000760,3/11/2015,685000.0,3,2.0,2500,6733,1.0,NO,NONE,Average,8 Good,1770,730.0,1979,0.0,98107,47.6691,-122.36,1770,6343
2836,3735900590,10/21/2014,590000.0,3,2.25,2210,5742,1.0,NO,NONE,Average,8 Good,1460,750.0,1951,0.0,98115,47.6891,-122.318,1900,4590
13574,1081200360,8/6/2014,260000.0,3,1.75,1750,11180,1.0,NO,NONE,Average,8 Good,1750,0.0,1968,0.0,98059,47.4713,-122.117,1730,11180
10399,3876313100,12/24/2014,422800.0,3,1.75,1820,8400,1.0,NO,NONE,Average,7 Average,1340,480.0,1976,0.0,98072,47.734,-122.17,1900,8112
5049,4217400305,3/31/2015,1300000.0,4,2.5,3070,4000,2.0,NO,NONE,Good,8 Good,2070,1000.0,1940,,98105,47.659,-122.281,2560,4000
16560,9200000050,9/18/2014,109500.0,2,1.0,800,10625,1.0,NO,NONE,Average,6 Low Average,800,0.0,1942,0.0,98168,47.496,-122.317,1130,10625
7582,6371000026,1/22/2015,367500.0,2,2.0,1030,600,2.0,,NONE,Average,8 Good,680,350.0,2004,0.0,98116,47.5788,-122.41,1120,1267
1955,8849300160,2/5/2015,345000.0,4,2.5,2280,8190,1.0,NO,GOOD,Average,7 Average,1390,890.0,1983,0.0,98188,47.4414,-122.272,1990,9000
15056,7418000130,12/11/2014,430000.0,8,3.25,4300,10441,2.0,NO,NONE,Good,8 Good,2800,1500.0,1979,0.0,98059,47.4786,-122.131,1780,10457
14418,4058200040,9/17/2014,361000.0,3,1.75,2130,8742,1.0,,GOOD,Average,7 Average,1330,800.0,1955,,98178,47.5057,-122.231,2380,7448
8977,3179100482,1/26/2015,450000.0,2,2.25,1040,1377,2.0,NO,NONE,Average,8 Good,1040,0.0,2003,0.0,98105,47.6692,-122.279,1264,1892
11148,6662400105,10/30/2014,375000.0,3,2.5,1580,5725,2.0,,NONE,Average,7 Average,1580,0.0,2004,0.0,98072,47.7611,-122.161,1510,5725
8786,4047200580,3/2/2015,265000.0,2,1.5,1440,22081,2.0,NO,NONE,Average,7 Average,1440,0.0,1990,0.0,98019,47.7698,-121.896,1440,19544
10317,4443800960,4/8/2015,520000.0,3,1.75,1280,3880,1.5,NO,NONE,Very Good,7 Average,1280,0.0,1916,0.0,98117,47.6871,-122.391,980,3880
19899,7853321090,10/1/2014,450000.0,3,2.5,2410,4293,2.0,NO,NONE,Average,7 Average,2410,0.0,2007,0.0,98065,47.5196,-121.869,2190,5900
13578,686550040,6/19/2014,1240000.0,4,3.5,3820,13224,2.0,NO,NONE,Average,10 Very Good,3280,540.0,1990,0.0,98004,47.6005,-122.199,3340,9700
11449,3277800729,10/16/2014,275000.0,3,1.5,1170,1174,2.0,NO,NONE,Average,7 Average,840,330.0,2007,,98126,47.5459,-122.376,1170,2537
17097,8864000425,8/5/2014,242000.0,3,1.75,1580,6099,1.0,NO,NONE,Very Good,7 Average,790,?,1944,0.0,98168,47.4807,-122.29,1330,6099
533,2008200060,6/24/2014,160000.0,3,1.5,1010,9600,1.0,,NONE,Good,7 Average,1010,0.0,1962,0.0,98198,47.4097,-122.316,1400,9660
18432,2484700155,10/14/2014,705000.0,4,2.0,2060,6000,1.0,,FAIR,Good,8 Good,1370,690.0,1954,0.0,98136,47.5237,-122.383,2060,6600
469,4123840310,1/6/2015,342500.0,3,2.5,1810,5192,2.0,NO,NONE,Average,8 Good,1810,0.0,1993,0.0,98038,47.3724,-122.042,1810,6200
20441,3342100569,8/13/2014,950000.0,3,2.5,2700,6947,2.0,,GOOD,Average,9 Better,2700,0.0,2013,0.0,98056,47.5172,-122.208,2500,6947
11078,8567450140,8/27/2014,540000.0,5,2.5,3100,10189,2.0,NO,NONE,Average,8 Good,3100,0.0,2002,,98019,47.738,-121.965,2840,10189
8025,6021500025,8/18/2014,631750.0,3,1.75,2360,4063,1.0,NO,NONE,Very Good,7 Average,1180,1180.0,1940,0.0,98117,47.6902,-122.382,1660,4063
20015,1294300038,7/11/2014,450000.0,3,2.5,1810,914,3.0,NO,NONE,Average,8 Good,1380,430.0,2008,0.0,98116,47.5732,-122.387,1810,914
6141,6751300130,8/13/2014,510500.0,3,1.0,1270,8000,1.0,NO,NONE,Good,7 Average,1270,0.0,1957,0.0,98007,47.5874,-122.136,1470,8000
3761,5113400535,5/7/2014,750000.0,3,2.75,2520,5401,1.0,NO,NONE,Good,7 Average,1360,1160.0,1946,0.0,98119,47.6452,-122.373,1800,5036
10569,5379800810,8/7/2014,198000.0,2,1.0,790,14200,1.0,NO,NONE,Average,7 Average,790,0.0,1951,0.0,98188,47.459,-122.285,1430,10000
11915,3528000310,4/27/2015,1130000.0,5,2.5,4310,28008,2.0,NO,NONE,Average,10 Very Good,4310,0.0,1988,0.0,98053,47.6662,-122.056,3170,28559
17581,8079040330,9/27/2014,406500.0,3,2.0,1780,8621,1.0,NO,NONE,Average,8 Good,1780,0.0,1992,0.0,98059,47.5062,-122.149,2470,8542
10019,6738700075,6/26/2014,755000.0,4,2.75,2880,4000,1.5,NO,NONE,Average,9 Better,2100,780.0,1912,2000.0,98144,47.5843,-122.293,2110,4000
17669,1786830090,7/8/2014,599000.0,3,2.0,2560,14680,1.0,NO,NONE,Average,8 Good,1330,1230.0,1987,,98052,47.648,-122.118,2390,13848
5706,3222069153,10/24/2014,286900.0,3,2.25,1720,17235,1.0,NO,NONE,Good,7 Average,1440,280.0,1974,0.0,98042,47.3438,-122.073,1990,35048
18501,1370802770,9/19/2014,849000.0,3,1.75,2520,4534,1.0,,NONE,Very Good,9 Better,1460,1060.0,1954,0.0,98199,47.6381,-122.401,1870,5023
7486,2655500235,4/10/2015,1610000.0,4,3.5,3920,19088,1.0,NO,FAIR,Average,10 Very Good,2240,1680.0,2005,0.0,98040,47.576,-122.214,3800,13749
1266,2215450060,12/23/2014,302495.0,3,2.5,2200,7201,2.0,NO,NONE,Average,8 Good,2200,0.0,1994,0.0,98030,47.3821,-122.207,2250,7240
12767,418000330,8/8/2014,199950.0,2,1.0,700,5200,1.0,NO,NONE,Very Good,5 Fair,700,0.0,1952,0.0,98056,47.4924,-122.174,970,5200
19889,2888000030,9/26/2014,500000.0,4,2.25,2270,8196,1.0,NO,NONE,Very Good,7 Average,1150,1120.0,1963,0.0,98034,47.7214,-122.227,1920,10122
11827,7258200060,12/29/2014,320000.0,3,2.0,2320,7800,1.0,NO,NONE,Good,7 Average,1160,1160.0,1960,0.0,98168,47.5141,-122.316,1380,7800
19553,9808610410,8/22/2014,640000.0,4,2.5,2320,11259,2.0,NO,NONE,Average,9 Better,2320,0.0,1982,0.0,98004,47.6443,-122.194,2820,11770
7793,1795900360,6/2/2014,615000.0,4,2.5,2150,9070,2.0,NO,NONE,Good,8 Good,2150,0.0,1985,0.0,98052,47.7279,-122.107,2230,8995
20698,7338220200,4/8/2015,275000.0,4,2.5,2150,3721,2.0,,NONE,Average,8 Good,2150,0.0,2007,0.0,98002,47.3363,-122.215,2150,3721
3780,9521100855,6/10/2014,440000.0,3,1.5,1290,1286,3.0,NO,NONE,Average,7 Average,1290,0.0,2000,0.0,98103,47.6617,-122.349,1720,1286
14672,8608900205,4/3/2015,565500.0,3,1.75,1780,5850,1.0,NO,NONE,Very Good,7 Average,980,800.0,1944,0.0,98116,47.5589,-122.392,1550,5850
5760,2877100235,12/22/2014,650000.0,5,2.0,2400,3500,1.5,NO,NONE,Average,8 Good,1900,500.0,1911,0.0,98103,47.6762,-122.356,1520,4000
