,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
2923,8/1/2014,5,2.5,3340,24755,2.0,NO,NONE,Average,10 Very Good,3340,0.0,2002,0.0,98038,47.4565,-122.066,3420,23274
19925,10/30/2014,5,2.75,2710,6220,2.0,NO,NONE,Average,8 Good,2710,0.0,2014,0.0,98038,47.3555,-122.061,2530,4759
1064,1/23/2015,3,1.0,1520,2500,1.5,NO,NONE,Average,8 Good,1520,0.0,1912,0.0,98109,47.6347,-122.352,1880,3600
21536,6/27/2014,1,1.25,1100,638,3.0,,NONE,Average,9 Better,1100,0.0,2014,0.0,98112,47.6228,-122.307,1110,1933
15538,9/24/2014,2,1.0,810,8382,1.0,NO,NONE,Good,5 Fair,810,0.0,1942,0.0,98146,47.5033,-122.358,1040,8382
13601,9/4/2014,4,2.5,2440,7093,2.0,NO,NONE,Average,7 Average,2440,0.0,1999,0.0,98030,47.3817,-122.204,1860,6072
9939,9/17/2014,4,2.75,2680,16934,1.0,,NONE,Good,7 Average,1340,1340.0,1958,,98106,47.542,-122.364,1240,7000
13977,2/10/2015,4,2.5,3090,9238,1.0,NO,GOOD,Good,8 Good,1680,1410.0,1967,0.0,98006,47.5654,-122.163,2690,8500
10439,7/15/2014,3,1.75,1480,2211,2.0,NO,NONE,Average,7 Average,1480,0.0,1995,0.0,98103,47.6966,-122.35,1480,2197
6106,8/22/2014,3,2.25,1960,7414,1.0,NO,NONE,Average,7 Average,1490,470.0,1984,,98023,47.2977,-122.374,1580,8038
1771,2/20/2015,4,2.5,2430,9103,2.0,NO,NONE,Average,8 Good,2430,0.0,1990,0.0,98023,47.2939,-122.368,2260,8090
12346,2/20/2015,4,2.5,1770,5000,2.0,,NONE,Average,7 Average,1770,0.0,2004,0.0,98038,47.3506,-122.006,2080,5100
6315,10/16/2014,5,2.5,2344,8000,1.0,NO,NONE,Good,8 Good,1560,784.0,1976,0.0,98023,47.3185,-122.377,2344,8000
6913,9/8/2014,3,2.5,1470,3000,1.0,NO,NONE,Average,7 Average,930,540.0,1985,0.0,98115,47.6832,-122.286,1470,5588
18599,6/23/2014,3,2.25,1520,1245,3.0,,NONE,Average,8 Good,1520,0.0,2004,0.0,98103,47.6907,-122.34,1520,1470
9709,6/16/2014,3,2.5,2110,3600,2.0,NO,NONE,Average,9 Better,2110,0.0,2005,0.0,98052,47.665,-122.082,2540,4384
14775,8/26/2014,3,1.75,1520,9600,1.0,NO,NONE,Average,8 Good,1520,0.0,1966,0.0,98023,47.3263,-122.365,2060,9600
8550,11/19/2014,3,2.5,2100,9040,1.0,NO,NONE,Average,8 Good,1700,400.0,1989,0.0,98056,47.5329,-122.173,2430,8809
332,7/29/2014,3,2.0,1810,10530,1.0,NO,AVERAGE,Average,8 Good,1810,0.0,1991,0.0,98022,47.1913,-122.012,1910,10450
3989,6/22/2014,4,2.5,2810,10613,2.0,NO,NONE,Average,9 Better,2810,0.0,1989,,98006,47.5424,-122.141,2800,9933
17933,11/19/2014,3,1.0,1470,8200,1.0,NO,NONE,Average,7 Average,1040,430.0,1953,0.0,98155,47.7347,-122.302,1420,8200
683,10/16/2014,4,3.5,2380,5809,2.0,NO,NONE,Good,7 Average,1750,630.0,1995,0.0,98106,47.5536,-122.359,1620,5775
3865,6/19/2014,4,2.5,2440,3600,2.5,,NONE,Good,8 Good,2440,0.0,1902,0.0,98119,47.6298,-122.362,2440,5440
3692,6/13/2014,3,1.75,1820,9545,1.0,NO,NONE,Average,7 Average,1230,590.0,1976,0.0,98155,47.7772,-122.296,1790,9530
7588,1/20/2015,3,2.0,1470,16500,1.0,,NONE,Average,7 Average,1470,?,1961,0.0,98042,47.3617,-122.061,1720,14406
1598,7/1/2014,4,2.5,3350,46748,2.0,NO,NONE,Average,10 Very Good,3350,0.0,2004,0.0,98010,47.3432,-122.025,3350,39683
17004,4/29/2015,3,2.5,2120,10021,1.0,NO,NONE,Good,8 Good,1230,890.0,1976,0.0,98006,47.5621,-122.135,2690,10183
21402,3/2/2015,4,2.75,2810,5497,2.0,NO,NONE,Average,9 Better,2810,0.0,2011,,98052,47.7081,-122.116,2990,5842
8072,2/24/2015,4,2.75,2200,122403,1.5,NO,NONE,Average,7 Average,2200,0.0,1971,0.0,98014,47.6301,-121.911,1710,74487
8602,8/27/2014,2,1.5,1995,115670,1.5,,FAIR,Good,8 Good,1995,0.0,1991,0.0,98070,47.4022,-122.464,2142,29375
12711,3/5/2015,3,1.0,1100,5100,1.0,NO,NONE,Good,7 Average,1100,0.0,1913,,98108,47.5231,-122.332,1450,5100
17096,9/25/2014,4,2.5,2480,4504,2.0,NO,NONE,Average,7 Average,2480,0.0,2005,,98059,47.4998,-122.15,2950,4504
9838,4/10/2015,2,2.0,1610,6160,2.0,NO,NONE,Good,8 Good,1610,0.0,1977,0.0,98052,47.6644,-122.13,1750,6305
14002,7/7/2014,3,1.75,1880,10032,1.0,NO,NONE,Good,8 Good,1880,0.0,1984,,98006,47.5527,-122.16,2430,9732
2299,12/24/2014,3,1.0,940,7910,1.0,NO,NONE,Good,6 Low Average,940,0.0,1959,0.0,98008,47.6181,-122.117,1000,7700
17535,7/18/2014,2,1.75,1640,4176,1.0,NO,NONE,Good,7 Average,1040,600.0,1948,0.0,98118,47.5162,-122.26,1460,5200
4467,8/12/2014,4,1.75,1830,6000,1.0,NO,NONE,Good,7 Average,930,900.0,1939,0.0,98199,47.6536,-122.41,1540,6000
11587,5/22/2014,4,3.25,3090,6744,2.0,NO,EXCELLENT,Average,9 Better,3090,0.0,1923,2015.0,98177,47.768,-122.388,2020,6656
13814,3/4/2015,4,2.5,2350,10655,2.0,NO,NONE,Average,8 Good,2350,0.0,1992,0.0,98092,47.3284,-122.171,2210,7028
5169,7/10/2014,3,2.25,1720,7885,2.0,NO,NONE,Average,8 Good,1720,0.0,1983,0.0,98023,47.3136,-122.344,2340,7885
4246,3/31/2015,3,2.5,1920,4480,2.0,NO,FAIR,Average,9 Better,1920,0.0,1949,1997.0,98119,47.6472,-122.373,1790,4500
8496,10/21/2014,3,1.75,1370,10866,1.0,NO,NONE,Good,6 Low Average,1370,0.0,1945,0.0,98052,47.6774,-122.164,1580,14250
5631,10/28/2014,3,1.75,2390,11242,1.0,NO,NONE,Average,7 Average,1290,1100.0,1959,0.0,98155,47.7759,-122.272,2270,9650
9787,4/22/2015,3,2.5,2520,3750,2.0,NO,FAIR,Good,9 Better,2520,0.0,1995,0.0,98116,47.5671,-122.404,2250,6200
13248,3/28/2015,2,1.0,790,13170,1.0,NO,NONE,Average,6 Low Average,790,?,1947,0.0,98106,47.5487,-122.357,970,12700
9614,5/8/2014,2,1.5,960,1808,2.0,NO,NONE,Average,7 Average,960,0.0,1993,0.0,98122,47.6183,-122.298,1290,1668
15409,12/18/2014,3,2.5,1660,7388,2.0,NO,NONE,Average,7 Average,1660,0.0,2003,0.0,98038,47.3865,-122.027,2240,6228
12545,7/15/2014,4,1.0,2240,7620,1.0,NO,NONE,Average,7 Average,1120,1120.0,1966,0.0,98146,47.5089,-122.346,1080,7620
20807,10/2/2014,4,3.5,3930,6120,2.0,NO,NONE,Average,10 Very Good,3310,620.0,2007,0.0,98105,47.6646,-122.28,3390,6120
11727,8/26/2014,1,1.0,610,4400,1.0,NO,NONE,Average,5 Fair,610,0.0,1922,0.0,98055,47.4865,-122.197,1090,4930
1683,6/22/2014,4,3.5,3530,14406,2.0,NO,FAIR,Average,10 Very Good,2570,960.0,1987,,98034,47.7073,-122.244,3170,15181
4714,7/10/2014,3,2.75,2220,4000,2.0,,NONE,Average,8 Good,1700,520.0,1914,2000.0,98122,47.617,-122.291,1800,4000
21338,11/12/2014,4,2.5,3390,7870,2.0,NO,NONE,Average,8 Good,3390,0.0,2014,,98188,47.4536,-122.274,1960,10069
19210,11/14/2014,1,1.0,720,7140,1.0,NO,NONE,Average,6 Low Average,720,0.0,1930,0.0,98146,47.5119,-122.339,1140,7577
11275,6/3/2014,3,2.25,1540,5338,1.0,NO,NONE,Very Good,7 Average,770,770.0,1954,0.0,98115,47.6942,-122.304,1680,6525
8157,6/19/2014,3,2.0,1340,4320,1.0,NO,NONE,Average,5 Fair,920,420.0,1912,1993.0,98002,47.299,-122.228,980,6480
578,1/27/2015,4,2.5,2320,5493,2.0,NO,NONE,Average,8 Good,2320,0.0,2004,0.0,98028,47.7727,-122.229,2450,5471
17616,6/5/2014,4,2.0,1370,4000,2.0,NO,NONE,Average,9 Better,1370,0.0,1951,1994.0,98199,47.6593,-122.394,2010,5720
11746,7/22/2014,5,3.0,2260,6508,1.0,NO,NONE,Average,7 Average,1330,930.0,2003,0.0,98155,47.7508,-122.322,1940,9450
334,7/3/2014,4,2.0,2490,9525,2.0,NO,NONE,Very Good,9 Better,2490,0.0,1968,,98040,47.5639,-122.217,2770,9525
7792,9/10/2014,4,1.0,1670,4600,1.5,NO,NONE,Very Good,8 Good,1670,0.0,1906,0.0,98103,47.6838,-122.332,1820,4600
10360,5/2/2015,2,1.0,1170,4080,1.0,NO,NONE,Good,7 Average,1170,0.0,1909,0.0,98117,47.6784,-122.386,1560,4586
13540,8/7/2014,3,1.5,1140,3104,2.0,NO,NONE,Average,7 Average,1140,0.0,1988,0.0,98029,47.5707,-122.018,1150,2981
13863,3/17/2015,3,2.5,2588,5702,2.0,,,Average,8 Good,2588,0.0,2008,,98042,47.3453,-122.151,2403,5703
4585,9/23/2014,5,2.5,2860,4000,2.0,NO,NONE,Good,8 Good,2160,700.0,1910,,98102,47.6225,-122.318,1340,1224
9159,1/21/2015,4,2.5,2300,4249,2.0,NO,NONE,Average,8 Good,2300,0.0,2006,,98038,47.3516,-122.0,2390,4385
5723,6/24/2014,3,1.75,1720,4080,1.0,NO,NONE,Good,7 Average,960,760.0,1924,0.0,98144,47.5747,-122.287,1660,4080
6909,8/14/2014,3,2.5,2150,9266,2.0,NO,NONE,Average,8 Good,2150,0.0,1988,0.0,98028,47.7445,-122.248,2150,12550
4306,3/25/2015,3,3.0,1520,1800,3.0,NO,NONE,Average,7 Average,1520,0.0,2003,0.0,98115,47.6822,-122.326,1520,1500
17869,5/23/2014,2,1.0,800,6380,1.0,NO,AVERAGE,Average,7 Average,800,?,1940,0.0,98115,47.691,-122.309,920,5940
10650,8/15/2014,4,2.0,1580,9600,1.0,NO,NONE,Very Good,7 Average,1050,530.0,1965,0.0,98198,47.4091,-122.313,1710,9600
676,6/23/2014,2,1.0,1010,3000,1.0,,NONE,Good,7 Average,1010,0.0,1925,0.0,98045,47.4965,-121.785,1150,7000
17084,6/17/2014,3,2.0,1380,3600,3.0,,NONE,Average,8 Good,1380,0.0,2015,0.0,98122,47.6074,-122.305,1480,3600
5102,8/1/2014,4,3.5,3350,9681,1.0,NO,FAIR,Average,7 Average,2140,1210.0,1980,,98198,47.3978,-122.322,2580,9681
13525,7/25/2014,4,1.75,1480,11200,1.0,NO,NONE,Good,7 Average,1480,0.0,1969,0.0,98059,47.5064,-122.141,1480,20310
21418,6/18/2014,2,2.5,1430,923,3.0,NO,NONE,Average,8 Good,1410,20.0,2008,,98103,47.6683,-122.355,1620,1505
13610,7/1/2014,3,2.25,2880,9750,2.0,NO,NONE,Average,10 Very Good,2880,0.0,1989,0.0,98006,47.5575,-122.119,2920,11090
18690,6/24/2014,4,1.5,1600,6180,1.5,NO,NONE,Average,6 Low Average,1600,0.0,1946,0.0,98118,47.5681,-122.285,1410,6180
8255,5/5/2015,1,1.0,620,7620,1.0,,NONE,Average,6 Low Average,620,0.0,1926,0.0,98166,47.4697,-122.349,1160,7620
782,11/18/2014,3,1.5,1240,1221,2.0,NO,NONE,Average,8 Good,1050,190.0,2009,,98133,47.7073,-122.356,1180,887
3336,5/14/2014,3,2.0,1570,5706,1.0,NO,NONE,Average,7 Average,1570,0.0,1998,0.0,98092,47.3156,-122.188,1570,5706
2055,7/25/2014,4,1.5,1890,10707,1.0,NO,NONE,Average,7 Average,1890,0.0,1962,,98148,47.428,-122.326,1610,8827
9313,12/5/2014,4,4.25,5540,15408,2.0,NO,FAIR,Average,11 Excellent,4280,1260.0,2006,0.0,98004,47.6071,-122.212,3570,14750
1796,7/29/2014,4,2.75,2330,6703,1.5,NO,NONE,Average,7 Average,1710,620.0,1983,0.0,98177,47.7066,-122.359,2060,7500
15815,2/24/2015,3,2.5,2580,23925,2.0,NO,NONE,Average,9 Better,2580,0.0,2001,0.0,98023,47.2978,-122.376,1660,8460
7097,6/16/2014,3,1.5,1510,8000,1.0,NO,NONE,Good,7 Average,1510,0.0,1956,0.0,98007,47.5865,-122.135,1430,8000
15110,7/31/2014,3,2.0,1810,12420,1.0,NO,NONE,Good,7 Average,1810,0.0,1957,0.0,98008,47.5888,-122.127,2230,12330
8866,11/13/2014,2,1.5,1040,83199,1.0,NO,NONE,Good,7 Average,870,170.0,1965,0.0,98070,47.4222,-122.443,1760,75794
10378,3/9/2015,3,2.0,1760,5488,1.5,NO,NONE,Average,7 Average,1540,220.0,1927,0.0,98119,47.6479,-122.367,1760,5943
16481,12/18/2014,4,2.5,3270,45537,2.0,NO,NONE,Average,9 Better,3270,0.0,1993,0.0,98053,47.6303,-121.984,2670,38827
18750,4/22/2015,2,1.0,1100,4750,1.0,,NONE,Average,7 Average,1100,0.0,1946,0.0,98116,47.5772,-122.381,1830,4750
183,7/23/2014,2,1.5,1050,3419,2.0,NO,NONE,Average,7 Average,1050,0.0,1996,0.0,98038,47.3848,-122.039,1050,3417
17509,6/10/2014,3,1.0,920,9812,1.0,NO,NONE,Good,7 Average,920,?,1962,0.0,98001,47.2958,-122.284,1188,9812
3166,9/18/2014,3,1.75,1720,4050,1.0,NO,NONE,Very Good,7 Average,860,860.0,1906,0.0,98115,47.6782,-122.314,1720,4410
4061,4/21/2015,3,1.75,1460,4692,1.0,NO,NONE,Average,7 Average,1460,0.0,1988,,98055,47.472,-122.192,1600,4557
2297,3/30/2015,3,1.75,1430,7700,1.0,NO,NONE,Good,7 Average,980,450.0,1981,0.0,98031,47.3993,-122.183,1430,8625
11674,4/30/2015,4,2.25,2640,3000,2.0,NO,NONE,Average,7 Average,2080,560.0,1908,,98109,47.6313,-122.344,1910,3000
7341,7/10/2014,2,2.0,1670,4996,1.0,NO,NONE,Average,8 Good,1670,0.0,2004,0.0,98053,47.7141,-122.031,1670,4996
19143,3/11/2015,3,2.0,2500,6733,1.0,NO,NONE,Average,8 Good,1770,730.0,1979,0.0,98107,47.6691,-122.36,1770,6343
2836,10/21/2014,3,2.25,2210,5742,1.0,NO,NONE,Average,8 Good,1460,750.0,1951,0.0,98115,47.6891,-122.318,1900,4590
13574,8/6/2014,3,1.75,1750,11180,1.0,NO,NONE,Average,8 Good,1750,0.0,1968,0.0,98059,47.4713,-122.117,1730,11180
10399,12/24/2014,3,1.75,1820,8400,1.0,NO,NONE,Average,7 Average,1340,480.0,1976,0.0,98072,47.734,-122.17,1900,8112
5049,3/31/2015,4,2.5,3070,4000,2.0,NO,NONE,Good,8 Good,2070,1000.0,1940,,98105,47.659,-122.281,2560,4000
16560,9/18/2014,2,1.0,800,10625,1.0,NO,NONE,Average,6 Low Average,800,0.0,1942,0.0,98168,47.496,-122.317,1130,10625
7582,1/22/2015,2,2.0,1030,600,2.0,,NONE,Average,8 Good,680,350.0,2004,0.0,98116,47.5788,-122.41,1120,1267
1955,2/5/2015,4,2.5,2280,8190,1.0,NO,GOOD,Average,7 Average,1390,890.0,1983,0.0,98188,47.4414,-122.272,1990,9000
15056,12/11/2014,8,3.25,4300,10441,2.0,NO,NONE,Good,8 Good,2800,1500.0,1979,0.0,98059,47.4786,-122.131,1780,10457
14418,9/17/2014,3,1.75,2130,8742,1.0,,GOOD,Average,7 Average,1330,800.0,1955,,98178,47.5057,-122.231,2380,7448
8977,1/26/2015,2,2.25,1040,1377,2.0,NO,NONE,Average,8 Good,1040,0.0,2003,0.0,98105,47.6692,-122.279,1264,1892
11148,10/30/2014,3,2.5,1580,5725,2.0,,NONE,Average,7 Average,1580,0.0,2004,0.0,98072,47.7611,-122.161,1510,5725
8786,3/2/2015,2,1.5,1440,22081,2.0,NO,NONE,Average,7 Average,1440,0.0,1990,0.0,98019,47.7698,-121.896,1440,19544
10317,4/8/2015,3,1.75,1280,3880,1.5,NO,NONE,Very Good,7 Average,1280,0.0,1916,0.0,98117,47.6871,-122.391,980,3880
19899,10/1/2014,3,2.5,2410,4293,2.0,NO,NONE,Average,7 Average,2410,0.0,2007,0.0,98065,47.5196,-121.869,2190,5900
13578,6/19/2014,4,3.5,3820,13224,2.0,NO,NONE,Average,10 Very Good,3280,540.0,1990,0.0,98004,47.6005,-122.199,3340,9700
11449,10/16/2014,3,1.5,1170,1174,2.0,NO,NONE,Average,7 Average,840,330.0,2007,,98126,47.5459,-122.376,1170,2537
17097,8/5/2014,3,1.75,1580,6099,1.0,NO,NONE,Very Good,7 Average,790,?,1944,0.0,98168,47.4807,-122.29,1330,6099
533,6/24/2014,3,1.5,1010,9600,1.0,,NONE,Good,7 Average,1010,0.0,1962,0.0,98198,47.4097,-122.316,1400,9660
18432,10/14/2014,4,2.0,2060,6000,1.0,,FAIR,Good,8 Good,1370,690.0,1954,0.0,98136,47.5237,-122.383,2060,6600
469,1/6/2015,3,2.5,1810,5192,2.0,NO,NONE,Average,8 Good,1810,0.0,1993,0.0,98038,47.3724,-122.042,1810,6200
20441,8/13/2014,3,2.5,2700,6947,2.0,,GOOD,Average,9 Better,2700,0.0,2013,0.0,98056,47.5172,-122.208,2500,6947
11078,8/27/2014,5,2.5,3100,10189,2.0,NO,NONE,Average,8 Good,3100,0.0,2002,,98019,47.738,-121.965,2840,10189
8025,8/18/2014,3,1.75,2360,4063,1.0,NO,NONE,Very Good,7 Average,1180,1180.0,1940,0.0,98117,47.6902,-122.382,1660,4063
20015,7/11/2014,3,2.5,1810,914,3.0,NO,NONE,Average,8 Good,1380,430.0,2008,0.0,98116,47.5732,-122.387,1810,914
6141,8/13/2014,3,1.0,1270,8000,1.0,NO,NONE,Good,7 Average,1270,0.0,1957,0.0,98007,47.5874,-122.136,1470,8000
3761,5/7/2014,3,2.75,2520,5401,1.0,NO,NONE,Good,7 Average,1360,1160.0,1946,0.0,98119,47.6452,-122.373,1800,5036
10569,8/7/2014,2,1.0,790,14200,1.0,NO,NONE,Average,7 Average,790,0.0,1951,0.0,98188,47.459,-122.285,1430,10000
11915,4/27/2015,5,2.5,4310,28008,2.0,NO,NONE,Average,10 Very Good,4310,0.0,1988,0.0,98053,47.6662,-122.056,3170,28559
17581,9/27/2014,3,2.0,1780,8621,1.0,NO,NONE,Average,8 Good,1780,0.0,1992,0.0,98059,47.5062,-122.149,2470,8542
10019,6/26/2014,4,2.75,2880,4000,1.5,NO,NONE,Average,9 Better,2100,780.0,1912,2000.0,98144,47.5843,-122.293,2110,4000
17669,7/8/2014,3,2.0,2560,14680,1.0,NO,NONE,Average,8 Good,1330,1230.0,1987,,98052,47.648,-122.118,2390,13848
5706,10/24/2014,3,2.25,1720,17235,1.0,NO,NONE,Good,7 Average,1440,280.0,1974,0.0,98042,47.3438,-122.073,1990,35048
18501,9/19/2014,3,1.75,2520,4534,1.0,,NONE,Very Good,9 Better,1460,1060.0,1954,0.0,98199,47.6381,-122.401,1870,5023
7486,4/10/2015,4,3.5,3920,19088,1.0,NO,FAIR,Average,10 Very Good,2240,1680.0,2005,0.0,98040,47.576,-122.214,3800,13749
1266,12/23/2014,3,2.5,2200,7201,2.0,NO,NONE,Average,8 Good,2200,0.0,1994,0.0,98030,47.3821,-122.207,2250,7240
12767,8/8/2014,2,1.0,700,5200,1.0,NO,NONE,Very Good,5 Fair,700,0.0,1952,0.0,98056,47.4924,-122.174,970,5200
19889,9/26/2014,4,2.25,2270,8196,1.0,NO,NONE,Very Good,7 Average,1150,1120.0,1963,0.0,98034,47.7214,-122.227,1920,10122
11827,12/29/2014,3,2.0,2320,7800,1.0,NO,NONE,Good,7 Average,1160,1160.0,1960,0.0,98168,47.5141,-122.316,1380,7800
19553,8/22/2014,4,2.5,2320,11259,2.0,NO,NONE,Average,9 Better,2320,0.0,1982,0.0,98004,47.6443,-122.194,2820,11770
7793,6/2/2014,4,2.5,2150,9070,2.0,NO,NONE,Good,8 Good,2150,0.0,1985,0.0,98052,47.7279,-122.107,2230,8995
20698,4/8/2015,4,2.5,2150,3721,2.0,,NONE,Average,8 Good,2150,0.0,2007,0.0,98002,47.3363,-122.215,2150,3721
3780,6/10/2014,3,1.5,1290,1286,3.0,NO,NONE,Average,7 Average,1290,0.0,2000,0.0,98103,47.6617,-122.349,1720,1286
14672,4/3/2015,3,1.75,1780,5850,1.0,NO,NONE,Very Good,7 Average,980,800.0,1944,0.0,98116,47.5589,-122.392,1550,5850
5760,12/22/2014,5,2.0,2400,3500,1.5,NO,NONE,Average,8 Good,1900,500.0,1911,0.0,98103,47.6762,-122.356,1520,4000
9992,8/4/2014,4,3.75,3210,7054,2.0,NO,NONE,Good,8 Good,3210,0.0,1985,0.0,98052,47.7268,-122.103,2350,8020
8099,3/17/2015,2,1.0,1250,4960,1.0,NO,NONE,Average,7 Average,940,310.0,1938,,98115,47.6893,-122.325,2030,7440
7290,6/17/2014,4,1.0,1720,2800,1.5,NO,NONE,Good,7 Average,1200,520.0,1926,0.0,98115,47.6743,-122.299,1530,3500
5331,10/7/2014,2,2.0,1930,5520,1.0,NO,NONE,Average,8 Good,1930,0.0,2006,0.0,98053,47.7191,-122.022,1640,4533
20025,12/22/2014,3,2.5,1660,1344,3.0,,NONE,Average,8 Good,1660,0.0,2008,,98102,47.644,-122.327,1750,2040
5343,4/8/2015,4,2.0,2350,4815,1.5,NO,NONE,Good,7 Average,1450,900.0,1914,0.0,98103,47.6681,-122.338,1640,4013
11902,11/7/2014,4,2.5,2320,4524,2.0,NO,NONE,Average,8 Good,2320,0.0,2004,,98059,47.4798,-122.136,2330,4524
21567,6/10/2014,2,1.0,710,1157,2.0,,NONE,Good,7 Average,710,0.0,1943,0.0,98102,47.6413,-122.329,1370,1173
10812,11/18/2014,4,2.5,2350,7245,2.0,NO,NONE,Average,8 Good,2350,0.0,1993,0.0,98074,47.6318,-122.023,2350,9419
1566,6/12/2014,4,2.5,3010,6100,2.0,NO,NONE,Average,9 Better,3010,0.0,2005,0.0,98052,47.6647,-122.08,2890,5176
17001,11/21/2014,3,1.75,2180,14734,2.0,NO,NONE,Average,9 Better,2180,0.0,1990,0.0,98045,47.4831,-121.767,2300,21618
13151,1/28/2015,2,1.0,1160,5038,1.0,NO,NONE,Very Good,7 Average,740,420.0,1942,0.0,98126,47.5304,-122.38,1160,5076
9326,7/29/2014,3,2.25,1880,7989,1.0,NO,NONE,Average,7 Average,1280,600.0,1982,0.0,98125,47.7077,-122.299,1820,7414
17621,1/8/2015,4,1.0,1870,14703,1.5,,NONE,Average,6 Low Average,1090,780.0,1928,0.0,98118,47.5274,-122.281,1650,6045
4514,5/5/2015,3,1.0,1200,6615,1.0,NO,NONE,Good,7 Average,1200,0.0,1954,0.0,98106,47.5168,-122.351,1230,6615
20058,10/1/2014,3,2.5,2930,5641,2.0,NO,NONE,Average,8 Good,2930,0.0,2013,0.0,98052,47.71,-122.113,3300,5641
9264,3/27/2015,4,2.0,1900,8160,1.0,NO,NONE,Average,7 Average,1900,0.0,1975,0.0,98022,47.2114,-121.986,1280,6532
15411,1/28/2015,3,2.25,1880,7279,1.0,NO,NONE,Average,7 Average,1280,600.0,1962,0.0,98155,47.7574,-122.322,2020,8274
16562,8/11/2014,4,1.75,2630,9645,1.0,NO,NONE,Good,9 Better,2630,0.0,1963,0.0,98040,47.5459,-122.228,2690,10439
9999,4/15/2015,4,2.5,2200,10800,1.0,NO,NONE,Average,8 Good,1500,700.0,1964,,98155,47.7711,-122.288,2280,10800
8010,9/29/2014,3,1.0,1230,171190,1.0,NO,NONE,Average,7 Average,1230,0.0,1973,0.0,98070,47.4397,-122.46,1550,15450
20670,7/30/2014,3,2.0,1670,4441,1.0,NO,NONE,Average,7 Average,1670,0.0,2014,0.0,98022,47.1948,-121.975,1670,4622
1544,10/13/2014,4,2.25,1990,21312,1.0,,NONE,Good,8 Good,1990,0.0,1968,,98058,47.43899999999999,-122.144,2400,19210
13312,11/24/2014,3,1.5,1870,9000,1.0,NO,NONE,Average,7 Average,1120,750.0,1923,0.0,98108,47.5224,-122.318,1850,6000
8046,9/24/2014,4,3.25,3160,10043,2.0,NO,AVERAGE,Average,9 Better,3160,0.0,2011,0.0,98034,47.7001,-122.238,3450,10043
2604,7/22/2014,2,1.0,1070,189486,1.0,NO,NONE,Average,6 Low Average,1070,0.0,1942,0.0,98077,47.7199,-122.085,1970,60548
17574,12/17/2014,4,3.75,3370,6766,2.0,NO,NONE,Average,9 Better,3370,0.0,2005,0.0,98052,47.7063,-122.106,3530,6766
5667,7/18/2014,5,2.5,3860,42733,1.0,NO,GOOD,Good,8 Good,2300,1560.0,1955,0.0,98001,47.3117,-122.254,2520,19353
3177,6/20/2014,3,2.25,2870,8170,2.0,,NONE,Average,10 Very Good,2250,620.0,1995,0.0,98136,47.5363,-122.385,1310,8170
2799,6/9/2014,3,3.0,2470,36445,2.0,NO,NONE,Good,8 Good,2470,0.0,1980,0.0,98027,47.4661,-121.997,2310,35350
5339,10/2/2014,3,2.25,2130,8801,1.0,NO,NONE,Average,8 Good,1370,760.0,1976,0.0,98155,47.7462,-122.29,2820,8801
17011,6/6/2014,4,2.25,2070,7500,2.0,NO,NONE,Good,7 Average,2070,0.0,1977,,98034,47.727,-122.217,2080,7700
14147,1/14/2015,3,2.25,1900,18000,1.0,NO,NONE,Good,7 Average,1280,620.0,1968,0.0,98023,47.3251,-122.354,1920,15000
1281,6/16/2014,3,2.0,1530,8925,1.0,NO,NONE,Average,7 Average,1530,0.0,1977,0.0,98011,47.736,-122.199,2040,8856
2566,6/24/2014,2,1.5,1580,3680,1.0,,AVERAGE,Average,8 Good,1280,300.0,1941,0.0,98126,47.5762,-122.377,1730,3680
12135,4/23/2015,3,1.75,1660,11500,1.0,NO,NONE,Average,7 Average,1130,530.0,1979,,98045,47.4473,-121.774,1250,11000
15755,8/30/2014,3,1.0,1040,4480,1.0,,NONE,Average,7 Average,870,170.0,1924,0.0,98109,47.6461,-122.356,1730,4200
20074,12/8/2014,4,2.5,2950,10003,2.0,NO,NONE,Average,9 Better,2950,0.0,2006,0.0,98059,47.489,-122.14,2790,9323
20339,2/4/2015,3,3.5,3420,23786,1.5,,NONE,Average,9 Better,3420,0.0,2014,,98059,47.4739,-122.11,1590,23774
2471,3/6/2015,4,2.5,2950,43560,1.0,NO,AVERAGE,Good,9 Better,2550,400.0,1951,0.0,98004,47.5988,-122.207,3260,41016
20841,1/21/2015,5,2.5,2450,5047,2.0,NO,NONE,Average,8 Good,2450,0.0,2007,0.0,98011,47.7724,-122.168,2450,4478
10877,2/10/2015,4,2.25,2210,14073,1.0,NO,NONE,Average,8 Good,1630,580.0,1978,0.0,98059,47.4774,-122.142,2340,11340
5587,12/11/2014,2,1.0,820,4206,1.0,,NONE,Average,5 Fair,820,0.0,1949,0.0,98125,47.7076,-122.284,1810,7200
14050,12/15/2014,4,2.25,2530,5000,1.5,NO,NONE,Good,7 Average,1690,840.0,1925,0.0,98117,47.6806,-122.36,1530,5000
5219,7/21/2014,3,2.5,2870,5490,2.0,NO,NONE,Average,9 Better,2870,0.0,2008,0.0,98055,47.4471,-122.207,3040,5442
16861,7/23/2014,3,1.0,1280,3200,1.5,NO,NONE,Average,7 Average,1280,?,1903,0.0,98122,47.6029,-122.307,1320,1676
